Row ID,Column,WC,Narrativity_Overall,Narrativity_Staging,Narrativity_PlotProg,Narrativity_CogTension,Staging_1,Staging_2,Staging_3,Staging_4,Staging_5,PlotProg_1,PlotProg_2,PlotProg_3,PlotProg_4,PlotProg_5,CogTension_1,CogTension_2,CogTension_3,CogTension_4,CogTension_5
2116,cleaned_lyrics,682,12.38,-42.18,37.64,41.69,0,97.7,100,80.32,60.63,2.59,66.64,22.58,100,0,0,100,0.37,50.74,0.37
2117,cleaned_lyrics,834,-6.73,-21.04,8.57,-7.73,0,100,25,50,39.46,52.86,5.73,76.43,100,0,0,96.51,0,0,100
2118,cleaned_lyrics,846,-19.53,-5.85,-3.21,-49.54,9.35,100,0,25,10,66.71,0,100,80,50,100,0,16.8,16.8,16.8
2119,cleaned_lyrics,0,,,,
2120,cleaned_lyrics,885,17.94,-8.51,8.56,53.76,11.11,55.56,100,0,22.22,37.5,75,0,93.75,100,25,100,100,0,0
2121,cleaned_lyrics,449,15.35,59.19,-12.86,-0.28,100,29.6,29.6,100,0,91.67,0,100,91.67,51.5,50,0,50,100,50.56
2122,cleaned_lyrics,405,30.16,76.42,-33.49,47.54,100,14.29,14.29,57.14,0,100,100,0,25,87.5,0,25,25,100,25
2123,cleaned_lyrics,413,46.24,68.53,48.12,22.07,100,0,71.43,73.87,88.33,0,38.46,100,48.87,95.59,20,100,20,0,20.24
2124,cleaned_lyrics,278,26.58,48.66,24.94,6.15,60.44,84.62,0,26.15,100,35.75,22.9,100,65.42,0,98.21,0,98.21,100,0
2125,cleaned_lyrics,483,-3.13,0.15,-21.64,12.11,27.25,83.8,27.25,100,0,89.84,44.1,100,0,97.56,19.83,100,19.83,0,40.5
2126,cleaned_lyrics,353,26.19,9.64,1.18,67.73,33.12,100,33.12,56.53,0,41.67,34.72,0,100,57.74,0,75,100,25.36,25.36
2127,cleaned_lyrics,528,24.66,-14.41,39.4,48.99,0,100,0,29.29,4.05,0,34.25,19.57,65.42,100,66.67,66.67,100,67.3,0
2128,cleaned_lyrics,0,,,,
2129,cleaned_lyrics,416,28.37,62.61,-21.26,43.76,80.75,0,50,100,100,100,90.97,90.97,0,30.32,0,100,0,100,0
2130,cleaned_lyrics,310,3.93,14.03,-33.17,30.94,37.5,0,100,75,0,70,50,30,0,100,0,0,0,100,0
2131,cleaned_lyrics,672,41.71,69.08,48.37,7.68,100,30.75,69.77,69.77,0,0,100,83.43,12.91,2.84,98.89,49.26,50,100,0
2132,cleaned_lyrics,403,6.54,7.34,-9.75,22.04,24.32,48.63,0,100,50.76,70.08,100,64.1,0,36.35,20,100,0,0,0
2133,cleaned_lyrics,468,-34.24,-25.34,-27.08,-50.31,0,100,40,61.08,10.54,85.05,100,25.24,0,0,97.89,0,0,100,100
2134,cleaned_lyrics,741,45.98,83.87,56.37,-2.29,100,41.27,61.91,0,0,0,100,68.3,100,4.89,66.22,50,100,0,33.33
2135,cleaned_lyrics,517,-18.13,-0.65,-29.53,-24.22,22.05,100,0,78.7,0,100,0,79.57,56.62,93.34,96.26,0,100,100,100
2136,cleaned_lyrics,455,39.82,41.99,40.88,36.59,57.14,14.29,71.43,0,100,0,20,40,100,0,25,0,50,100,0
2137,cleaned_lyrics,546,-3.93,46.31,-14.11,-43.99,76.97,66.67,55.56,100,0,79.02,88.46,84.62,0,100,100,50.46,0,0,0
2138,cleaned_lyrics,0,,,,
2139,cleaned_lyrics,521,3.75,-21.97,3.03,30.21,0,2.23,60.89,60.89,100,46.29,100,0,50,40,65.71,100,33.33,66.67,0
2140,cleaned_lyrics,488,-2.1,-7.58,-21.47,22.75,8.02,100,33.1,0,42.24,100,77.44,100,0,56.98,12.39,100,49.94,0,50.58
2141,cleaned_lyrics,566,28.56,75,-6.21,16.89,100,0,20.8,62.41,20.8,92.69,83.33,33.33,100,0,56.52,100,14.29,28.57,0
2142,cleaned_lyrics,324,-2.01,0.98,-20.77,13.76,30.81,100,30.81,100,0,100,30.55,41.24,89.32,0,66.67,0,100,66.67,1.56
2143,cleaned_lyrics,367,11.13,30.46,-17.06,19.99,48.95,100,0,51.75,51.75,83.48,28.68,100,11.11,0,49.32,0,100,50,0
2144,cleaned_lyrics,295,53.1,39.78,65.99,53.54,66.67,50,0,100,16.67,0,92.86,100,57.14,78.57,0,100,50,50,50
2145,cleaned_lyrics,336,12.83,73.79,-21.48,-13.8,100,70.1,35.05,70.1,0,92.23,42.86,100,0,14.29,92.65,0,100,0,0
2146,cleaned_lyrics,213,,,,
2147,cleaned_lyrics,423,75.15,90.33,70.91,64.22,100,14.29,0,30.44,44.9,0,100,87.5,68.9,56.25,0,98.13,78.5,100,100
2148,cleaned_lyrics,278,11.39,13.99,-11.36,31.52,30.38,30.38,100,0,0,54.28,0,0,100,26.32,0,0,94.83,100,100
2149,cleaned_lyrics,395,8.86,54.64,-24.87,-3.2,80,60,100,0,50,100,39.13,100,0,17.39,83.33,33.33,100,0,0
2150,cleaned_lyrics,355,-5.84,-19.26,22.57,-20.81,0,66.67,16.67,66.67,100,33.33,16.67,100,58.33,0,100,33.33,100,0,33.33
2151,cleaned_lyrics,309,-3.44,28.07,-29.05,-9.34,50,100,0,50,0.82,100,0,50,71.43,16.86,100,0,33.33,100,0
2152,cleaned_lyrics,541,45.35,82.26,52.48,1.31,100,78.08,0,39.04,31.23,0,22.83,100,51.77,42.12,32.87,66.67,100,0,83.33
2153,cleaned_lyrics,394,45.92,83.62,41.29,12.84,100,100,49.46,32.61,0,0,0,100,60,29.23,0,32.7,65.41,49.06,100
2154,cleaned_lyrics,464,4.45,41.4,-14.63,-13.42,80,100,0,100,41.52,80,0,40,100,8.26,100,66.67,16.67,50,0
2155,cleaned_lyrics,223,,,,
2156,cleaned_lyrics,320,,,63.22,,50,50,50,50,50,0,100,75,75,100,50,50,50,50,50
2157,cleaned_lyrics,415,29.08,32.34,56.37,-1.47,50,100,75,0,50,0,50,66.67,100,0,75,25,100,0,0
2158,cleaned_lyrics,506,43.86,68.31,43.46,19.82,99.02,100,50,0,100,24.75,50,75,100,0,49.51,100,0,50,0
2159,cleaned_lyrics,452,50.72,82.35,43.62,26.18,100,28.57,57.78,0,0,0,29.88,20.71,81.12,100,0,98.9,50,50,100
2160,cleaned_lyrics,436,-10.14,4.82,-5.5,-29.75,23.86,12.5,37.5,100,0,67.22,100,80,0,75,100,0,60.97,0,0
2161,cleaned_lyrics,0,,,,
2162,cleaned_lyrics,438,17.72,93.35,10.66,-50.85,100,41.81,41.81,0,0,41.53,69.21,0,100,1.99,81.77,0,49.06,66.92,100
2163,cleaned_lyrics,496,-5.76,59.09,-22.66,-53.71,93.22,94.44,100,0,72.22,95.12,100,73.08,0,50,100,0,0,0,0
2164,cleaned_lyrics,539,6.12,-12.32,-22.3,52.97,0,48.86,97.72,0,100,100,56.85,74.11,48.23,0,66.61,100,83.31,49.92,0
2165,cleaned_lyrics,0,,,,
2166,cleaned_lyrics,380,39.92,68.84,33.48,17.43,100,100,0,50,100,0,50,30,40,100,0,100,0,0,33.33
2167,cleaned_lyrics,370,32.01,75.22,22.74,-1.94,100,16.67,66.67,16.67,0,15,70,0,100,95,100,33.33,100,33.33,0
2168,cleaned_lyrics,350,14.73,66.13,17.2,-39.14,100,0,75,25,0,0,50,50,0,100,100,0,100,0,100
2169,cleaned_lyrics,0,,,,
2170,cleaned_lyrics,377,19.02,50.66,8.27,-1.88,62.28,29.39,0,100,100,56.65,100,21.97,65.9,0,100,66.37,68.16,34.08,0
2171,cleaned_lyrics,415,-14.51,-29.86,-47.68,34.02,0,100,50,83.33,66.67,100,35.29,41.18,0,29.41,50,100,66.67,0,0
2172,cleaned_lyrics,360,6.33,-16.18,7.43,27.73,0,100,25,0,0,28.57,14.29,0,100,14.29,18.18,9.09,9.09,100,0
2173,cleaned_lyrics,281,11.34,51.89,-23.84,5.95,93.86,100,100,100,0,100,45.72,60.96,60.96,0,18.6,80,100,0,100
2174,cleaned_lyrics,372,5.82,33.14,4.22,-19.88,49.8,100,61.06,0,71.23,36.77,0,25.47,100,34.78,100,79.95,40.65,0,0
2175,cleaned_lyrics,390,5.1,3.89,-8.14,19.56,25,0,100,100,100,100,57.14,71.43,100,0,50,0,50,100,0
2176,cleaned_lyrics,412,15.57,-1.11,-19.21,67.05,16.33,100,50.82,0,50.82,100,30.55,84.36,60.93,0,0,73.87,50.15,100,50.15
2177,cleaned_lyrics,606,12.45,49.5,23.92,-36.07,72.75,75,100,0,50,32.55,78.57,100,0,0,58.2,60,60,0,100
2178,cleaned_lyrics,545,28.68,55.96,-19.46,49.54,100,100,100,100,0,100,0,50,100,0,50,100,50,50,0
2179,cleaned_lyrics,0,,,,
2180,cleaned_lyrics,454,22.3,93.42,13.88,-40.38,100,14.29,14.29,0,16.83,20,40,100,0,72.72,100,50,75,0,75.83
2181,cleaned_lyrics,486,36.81,55.88,-2.34,56.89,78.88,80,100,0,10,84.69,68.75,100,50,0,32.65,100,50,33.33,0
2182,cleaned_lyrics,271,21.07,70.47,48.67,-55.93,100,0,50.93,50.93,0,0,100,44.23,74.26,91.42,47.73,50,0,25,100
2183,cleaned_lyrics,280,3.45,17.45,15.52,-22.61,33.33,16.67,100,0,0,78.57,100,85.71,85.71,0,100,0,80,0,0
2184,cleaned_lyrics,0,,,,
2185,cleaned_lyrics,207,,,,
2186,cleaned_lyrics,488,74.23,81.93,74.53,66.22,100,37.01,49.61,50.91,0,0,88.32,73.6,92.56,100,0,50,100,17.18,0.34
2187,cleaned_lyrics,401,-11.26,-19.75,5.16,-19.18,0,100,57.74,1.39,29.57,18.06,0,75,25,100,98.46,0,25,100,25
2188,cleaned_lyrics,361,33.84,51.44,63.81,-13.74,69.47,100,0,42.86,57.14,0,23,100,84.6,38.4,100,25.52,76.57,25.52,0
2189,cleaned_lyrics,388,-26.22,-12.55,2.89,-68.99,0,0,0,100,51.85,58.9,93.15,100,0,69.4,32.77,16.38,0,33.62,100
2190,cleaned_lyrics,274,1.55,53.14,-18.14,-30.36,85.71,42.86,42.86,100,0,100,73.66,7.8,86.83,0,100,40,0,40,0.37
2191,cleaned_lyrics,318,48.27,84.34,29.5,30.98,100,0,0,35.19,18.25,51.84,86.87,100,44.48,0,0,0,100,0.53,0.53
2192,cleaned_lyrics,420,45.65,55.96,31.46,49.54,100,100,100,100,0,0,88.89,0,100,33.33,60,60,80,100,0
2193,cleaned_lyrics,348,-6.6,-20.29,1.88,-1.4,0,96.84,36.32,50.88,100,96.79,96.79,72.14,100,0,98.57,32.86,32.86,100,0
2194,cleaned_lyrics,369,-29.55,-38.88,-53.26,3.48,0,37.5,100,75,38.53,100,40,20,0,45.62,50,100,0,0,2.74
2195,cleaned_lyrics,261,22.74,57.28,52.64,-41.72,94.34,0,66.67,100,33.33,0,59.54,73.03,46.06,100,100,0,69.28,34.64,69.28
2196,cleaned_lyrics,318,32.38,66.61,5.62,24.92,100,100,14.29,58.05,0,15.22,0,71.01,22.71,100,32.81,0,32.81,100,0
2197,cleaned_lyrics,404,56.66,95.7,37.32,36.97,100,18.18,9.09,0,10,0,97.67,17.76,97.67,100,0,100,16.67,66.67,51.25
2198,cleaned_lyrics,396,22.57,68.97,20.97,-22.23,100,0,69.41,17.35,52.06,0,100,4.05,28.04,88.01,98.75,100,0,0,0
2199,cleaned_lyrics,280,20.77,37.16,19.8,5.35,55.56,33.33,100,0,22.22,23.08,69.23,0,100,53.85,57.14,71.43,0,100,42.86
2200,cleaned_lyrics,403,28.14,21.24,-5.95,69.13,48.05,96.1,0,100,75.68,75,0,100,80.78,30.16,24.53,74.84,100,25.47,0
2201,cleaned_lyrics,397,34.52,39.02,35.12,29.41,48.17,0,51.22,100,67.48,0,100,67.9,17.27,89.6,0,78.93,66.69,46.71,100
2202,cleaned_lyrics,364,30.71,53.84,7.42,30.86,64.88,100,29.76,29.76,0,60.58,21.17,100,73.72,0,0,25,0,100,27.08
2203,cleaned_lyrics,0,,,,
2204,cleaned_lyrics,0,,,,
2205,cleaned_lyrics,379,-8.71,-24.89,-33.59,32.34,0,100,60,20,22.13,100,4.32,11.68,70.56,0,0,100,0,100,53.33
2206,cleaned_lyrics,319,-25.61,18.07,-41.35,-53.56,42.07,42.07,100,71.03,0,95.32,60.66,26,0,100,100,0,25,0,25.79
2207,cleaned_lyrics,277,44.27,70.87,61.33,0.61,100,69.23,46.99,78.32,0,0,41.83,78.71,57.41,100,49.11,0,50,100,50
2208,cleaned_lyrics,347,26.08,31.67,5.69,40.87,56.12,42.04,14.29,100,0,78.21,86.43,50,100,0,48.93,48.93,50,100,0
2209,cleaned_lyrics,274,32.24,72.67,51.07,-27.02,100,15.38,69.23,0,23.65,0,63.64,31.82,100,61.53,94.74,94.74,0,94.74,100
2210,cleaned_lyrics,0,,,,
2211,cleaned_lyrics,459,36.25,-15.39,54.45,69.68,0,12.2,24.4,48.79,100,16.98,100,100,42.53,0,0,100,75,75,67.58
2212,cleaned_lyrics,512,-34.24,-24.87,-49.33,-28.5,0,0,38.4,87.68,100,100,0,30.76,5.51,56,98.39,0,100,33.76,66.88
2213,cleaned_lyrics,292,-2.24,23.08,20.03,-49.83,46.77,0,100,100,52.42,4.47,100,13.88,0,41.65,48.31,48.31,0,50,100
2214,cleaned_lyrics,317,32.07,63.29,46.57,-13.65,97.46,35.94,100,50,0,4.67,100,48.42,40.35,0,100,0,84.92,34.13,0.26
2215,cleaned_lyrics,312,51.7,87.76,-3,70.35,100,0,2.26,22.58,42.9,61.85,0,100,84.29,100,39.37,78.73,100,40,0
2216,cleaned_lyrics,330,33.24,77.54,9.11,13.07,100,0,33.33,50,100,57.14,100,100,0,28.57,75,50,25,100,0
2217,cleaned_lyrics,280,62.95,76.84,18.11,93.89,100,100,0,20,40,0,0,0,80,100,0,50,100,75,25
2218,cleaned_lyrics,531,-44.31,-29.74,-40.5,-62.68,0,1.11,90.11,100,70.33,100,63.13,42.08,0,84.17,65.11,0,33.33,0,100
2219,cleaned_lyrics,466,-28.65,-27.58,-29.34,-29.04,0,100,100,43.71,100,100,43.44,52.13,52.13,0,100,25.41,76.22,0,25.41
2220,cleaned_lyrics,365,19.29,83.7,-14.15,-11.69,100,0,20,40,40,80,20,20,100,0,66.67,100,66.67,0,66.67
2221,cleaned_lyrics,216,,,,
2222,cleaned_lyrics,209,,,,
2223,cleaned_lyrics,285,3.75,45.49,21.07,-55.32,75,0,100,0,25,0,0,0,100,100,0,0,0,0,100
2224,cleaned_lyrics,268,15.37,54.59,-26.34,17.87,66.67,100,0,3.14,37.11,100,0,100,12.26,37.74,0,94.64,0,100,100
2225,cleaned_lyrics,181,,,,
2226,cleaned_lyrics,215,,,,
2227,cleaned_lyrics,104,,,,
2228,cleaned_lyrics,434,-9.59,-7.26,-41.75,20.23,0,0,31.62,31.62,100,100,78.57,35.71,0,24.42,42.86,0,100,71.43,30.23
2229,cleaned_lyrics,372,-16.53,-25.11,-27.01,2.53,0,95.28,35.62,100,35.62,100,59,90.03,0,34.63,58.12,0,100,60.73,41.1
2230,cleaned_lyrics,381,55.91,83.13,78.64,5.97,100,55.66,46.39,55.66,0,0,23.29,61.64,80.82,100,38.18,60,100,0,60
2231,cleaned_lyrics,353,14.1,68.64,1.4,-27.75,100,17.54,72.51,55.76,0,23.53,58.82,0,40.34,100,0,48.95,0,0.7,100
2232,cleaned_lyrics,479,-29.15,-29.31,-37.68,-20.45,0,12.5,37.5,100,89.87,100,33.33,66.67,0,24.39,48.72,0,97.44,48.72,100
2233,cleaned_lyrics,322,5.14,37.11,-9.95,-11.73,48.18,100,26.32,0,52.63,58.72,0,40.37,100,64.22,97.96,0,66.84,100,33.67
2234,cleaned_lyrics,351,-32.58,-26.59,-35.16,-35.99,0,100,41.16,80.39,80.39,100,0,52.21,44.75,14.92,100,51.08,0,85.13,68.11
2235,cleaned_lyrics,265,13.78,57.77,41.89,-58.31,100,0,100,20,40,0,100,27.27,100,100,50,50,0,0,100
2236,cleaned_lyrics,293,4.86,-16.59,-5.57,36.74,0,92.8,0,100,5.6,85.09,25.45,100,75.84,0,25,0,100,76.29,25.43
2237,cleaned_lyrics,247,,,,
2238,cleaned_lyrics,325,-42.55,-30.59,-43.74,-53.31,0,80,60,60,100,100,36.36,45.45,9.09,0,100,0,25,0,25
2239,cleaned_lyrics,267,-5.78,53.84,-21.54,-49.63,65.58,100,0,0,35.06,84.57,0,100,13.83,42.55,94.64,0,3.57,100,100
2240,cleaned_lyrics,349,49.31,87.54,83.71,-23.33,100,27.27,36.36,0,47.43,0,84.62,84.62,100,72.46,100,100,0,0,1.45
2241,cleaned_lyrics,309,55.95,82.52,0.21,85.11,100,25,0,50,13.52,69.09,17.57,69.09,100,0,32.97,100,100,100,0
2242,cleaned_lyrics,314,19.73,14.11,20.45,24.62,47.46,100,47.46,100,0,56.74,90.39,51.94,100,0,33.33,0,33.33,100,0.54
2243,cleaned_lyrics,308,22.93,58.24,0.41,10.12,96.45,57.1,96.45,0,100,85.48,75.65,55.97,100,0,59.03,39.35,0,100,0
2244,cleaned_lyrics,410,-29.08,-20.86,-12.68,-53.71,0,100,87.5,12.5,75,81.82,27.27,27.27,100,0,100,0,0,0,0
2245,cleaned_lyrics,392,30.16,37.28,26.62,26.57,60.44,85.13,100,62.5,0,35.74,43.33,53.85,100,0,49.84,100,25.4,25.4,0
2246,cleaned_lyrics,0,,,,
2247,cleaned_lyrics,0,,,,
2248,cleaned_lyrics,394,-16.82,-15.52,-0.81,-34.12,0,71.43,100,0,88.28,48.77,23.15,3.94,100,0,100,0,0,100,52.56
2249,cleaned_lyrics,342,24.32,84.87,-17.96,6.05,100,15.42,0,51.49,51.49,78.46,0,46.92,100,55.77,64.73,31.88,100,0,0
2250,cleaned_lyrics,306,41.74,56.8,-24.67,93.1,68.43,100,0,0,28.57,70.65,0,0,100,80,0,100,100,100,3.88
2251,cleaned_lyrics,362,28.73,55.72,10.25,20.23,97.46,0,75.3,100,25.89,68.49,100,95.84,23.96,0,98.63,65.75,100,66.67,0
2252,cleaned_lyrics,282,-1.94,9.89,-36.05,20.34,23.64,100,25.91,0,51.82,100,38.8,62.3,15.57,0,48.28,0,100,50.86,1.72
2253,cleaned_lyrics,337,7.01,-23.88,16.62,28.29,0,93.49,36.74,100,5.12,60.54,44.12,100,83.33,0,97.79,97.79,100,50,0
2254,cleaned_lyrics,330,20.6,52.42,46.88,-37.51,100,0,100,100,33.33,0,91.67,33.33,100,50,100,33.33,33.33,0,0
2255,cleaned_lyrics,339,32.88,54.99,13.38,30.28,100,47.66,100,100,0,62.19,74.8,49.59,100,0,50,25,50,100,0
2256,cleaned_lyrics,223,,,,
2257,cleaned_lyrics,330,11.35,-15.48,87.93,-38.39,0,33.33,33.33,33.33,100,0,72.73,100,81.82,63.64,100,75,25,0,25
2258,cleaned_lyrics,300,6.5,52.37,3.98,-36.84,100,0,100,0,100,69.23,100,46.15,53.85,0,0,33.33,0,0,100
2259,cleaned_lyrics,357,15.73,69.88,18.73,-41.43,90.91,100,92.19,36.88,0,0,39.66,19.55,25.3,100,14.03,0,14.62,71.54,100
2260,cleaned_lyrics,489,46.24,22.71,78.5,37.52,53.37,84.46,100,84.46,0,0,50,100,92.86,37.11,0,25,0,100,0
2261,cleaned_lyrics,475,11.44,15.73,-28.2,46.78,35.29,70.59,100,0,41.18,87.5,25,0,100,87.5,0,100,33.33,0,0
2262,cleaned_lyrics,604,37.43,77.26,-10,45.02,96.77,55.3,0,69.12,100,89.47,100,100,0,11.58,33.33,100,66.67,0,0.28
2263,cleaned_lyrics,523,-3.43,-1.56,37.62,-46.34,20,100,0,84.23,43.85,0,0,47.27,100,4.55,65.62,0,65.62,0.63,100
2264,cleaned_lyrics,473,-31.83,-30.01,-24.73,-40.76,0,57.07,40.76,100,42.32,100,55.56,0,79.55,0.95,100,25,0,25.27,0
2265,cleaned_lyrics,659,-20.85,-4.33,-14.09,-44.13,24.83,100,34.85,100,0,71.32,71.32,83.21,0,100,100,75,0,0,25.76
2266,cleaned_lyrics,700,34.66,-2.99,70.65,36.31,16.67,33.33,100,16.67,0,0,92.86,100,92.86,14.29,0,83.33,16.67,100,66.67
2267,cleaned_lyrics,673,46.47,29.14,28.87,81.4,47.52,0,0,100,4.26,53.99,100,88.5,46.35,0,0,65.69,65.69,100,0.74
2268,cleaned_lyrics,396,-8.73,18.35,-30.13,-14.4,44.38,100,0,100,100,90.63,100,25,0,0,29.63,0,70,80,100
2269,cleaned_lyrics,570,11.78,5.04,24.54,5.78,25,75,0,100,75,14.29,0,28.57,100,57.14,100,0,100,100,0
2270,cleaned_lyrics,231,,,,
2271,cleaned_lyrics,676,11.98,83.15,7.72,-54.93,100,0,29.44,14.72,0,30.7,50,0,91.67,100,100,0,0,33.66,33.66
2272,cleaned_lyrics,313,-21.37,-35.55,-48.28,19.73,0,54.01,43.21,89.02,100,100,29.55,37.37,0,0,50,100,0,50.81,0
2273,cleaned_lyrics,369,19.08,-36.31,87.76,5.78,0,19.26,77.04,77.04,100,0,78.57,100,85.71,87.96,100,100,0,100,0
2274,cleaned_lyrics,320,42.94,84.42,13.48,30.94,100,25,50,0,25,25,50,0,100,100,0,0,100,0,0
2275,cleaned_lyrics,278,19.81,13.24,43.05,3.15,36.49,36.49,100,64.67,0,0,100,33.33,55.76,55.76,25,50,100,0,76.36
2276,cleaned_lyrics,557,-16.12,-29.27,0.28,-19.36,0,100,63.06,39.78,24.26,41.32,0,100,30.52,58.31,49.55,0,100,50,100
2277,cleaned_lyrics,486,32.69,54.57,33.54,9.97,82.81,100,0,69.23,53.85,0,86.14,44.55,30.69,100,96.94,100,100,0,0
2278,cleaned_lyrics,229,,,,
2279,cleaned_lyrics,457,23.62,25.1,-16.11,61.88,54.23,87.2,0,100,33.33,68.88,0,100,19.36,78.01,0,98.91,100,0,0
2280,cleaned_lyrics,694,1.76,58,-16.12,-36.61,88.89,33.33,100,0,23.75,43.27,0,59.01,27.54,100,85.1,0,70.91,85.1,100
2281,cleaned_lyrics,431,-23.42,-4.65,-21.55,-44.07,27.91,100,57.14,100,0,77.53,63.64,72.73,0,100,78.62,60,60,0,100
2282,cleaned_lyrics,521,21.68,24.99,-1.87,41.93,47.62,87.5,100,37.5,0,43.57,35,0,100,80,16.03,100,100,0,33.33
2283,cleaned_lyrics,396,6.9,-17.25,32.11,5.84,0,100,80,10,100,0,54.72,100,9.43,77.36,73.44,50,0,100,0
2284,cleaned_lyrics,257,14.72,8.59,47.15,-11.56,30.13,46.47,16.67,100,0,35.82,78.73,100,62.5,0,0,0,0,100,100
2285,cleaned_lyrics,556,-15.32,-6.97,-11.44,-27.54,7.44,100,25,0,41.67,74.14,0,76,100,84,100,67.27,33.63,0,0
2286,cleaned_lyrics,541,10.23,32.92,-25.54,23.32,53.13,0,100,9.09,54.55,100,95.08,0,69.15,77.8,39.63,80,0,100,20
2287,cleaned_lyrics,465,63.38,78.64,55.56,55.92,86.67,26.67,0,13.33,100,9.09,72.73,72.73,100,0,0,100,25,50,0
2288,cleaned_lyrics,646,-0.1,-17.02,-25.75,42.45,0,90.11,1.07,100,80.21,100,0,91.47,40.02,34.3,0,100,0,60,0
2289,cleaned_lyrics,431,-24.87,20.54,-44.8,-50.36,22.7,25,0,75,100,100,51.28,45.58,0,22.79,100,33.98,33.98,0,33.98
2290,cleaned_lyrics,593,45.04,22.02,67.7,45.41,46.64,46.64,59.03,100,0,0,100,100,56.47,47.3,33.14,33.14,100,33.71,0
2291,cleaned_lyrics,276,-3.81,-20.97,-14.4,23.94,0,70.16,20.43,100,10.48,42.46,22.22,61.11,0,100,0,0,0,100,25
2292,cleaned_lyrics,550,8.92,35.12,-49.61,41.26,54.55,0,100,36.36,72.73,100,27.27,0,27.27,0,66.67,66.67,66.67,100,0
2293,cleaned_lyrics,335,59.81,64.82,45.43,69.19,100,0,53.85,69.23,0,0,100,78.95,10.53,21.05,0,33.33,100,33.33,0
2294,cleaned_lyrics,717,-33.98,-34.22,-29.49,-38.24,0,100,86.48,86.48,2.56,100,34.47,87.98,0,87.98,100,28.57,57.54,0,28.77
2295,cleaned_lyrics,1124,-39.62,-48.51,-13.69,-56.67,0,73.82,90.22,90.22,100,75,100,0,62.5,79.24,33.11,0,33.11,49.67,100
2296,cleaned_lyrics,124,,,,
2297,cleaned_lyrics,477,27.71,43.22,5.5,34.4,56.4,70.54,0,78.57,100,32.86,13.07,100,0,0,74.93,100,50.66,75.99,0
2298,cleaned_lyrics,811,-33.4,-32.32,-40.35,-27.51,0,100,62.98,62.98,38.3,100,0,0,55.69,0,49.69,0,50,100,100
2299,cleaned_lyrics,369,-38.02,-39.52,-20.81,-53.71,0,100,100,100,31.37,44.08,26.45,0,61.71,100,100,0,0,0,0
2300,cleaned_lyrics,559,43.14,69.14,16.54,43.76,73.03,24.34,0,73.03,100,25,100,0,43.75,1.01,0,100,0,100,0
2301,cleaned_lyrics,674,44.74,49.91,34.03,50.29,71.43,100,0,57.14,73.45,0,69.65,69.65,20.89,100,0,0,100,100,60.45
2302,cleaned_lyrics,591,-1.38,1.62,-6.25,0.48,25.82,100,45.45,45.45,0,61.7,0,68.42,100,84.21,49.16,50,100,0,50
2303,cleaned_lyrics,549,12.37,49.62,-20.53,8.02,92.82,92.82,28.24,100,0,39.89,4.69,46.93,0,100,100,49.77,100,49.77,0
2304,cleaned_lyrics,612,22.73,17.85,72.33,-21.99,48.51,98.1,0,100,25,0,82.99,100,94.77,16.33,66.67,100,0,33.61,67.21
2305,cleaned_lyrics,580,4.72,62.5,20.75,-69.08,100,0,66.67,88.89,33.33,20,100,0,70,50,100,0,0,0,50
2306,cleaned_lyrics,715,-13,-31.99,9.4,-16.43,0,100,77.78,44.44,44.44,30.77,0,26.92,100,30.77,80,0,0,100,20
2307,cleaned_lyrics,563,-24.9,8.01,-45.2,-37.5,32.57,39.17,59,100,0,100,16.71,38.63,0,88.45,0,26.99,9,0.16,100
2308,cleaned_lyrics,810,23.5,51.73,43.18,-24.4,82.35,82.35,100,0,82.35,0,80.95,23.81,100,52.38,100,0,75,0,0
2309,cleaned_lyrics,509,-17.29,51.79,-26.58,-77.09,60.25,0,60.25,27.39,100,100,91.67,0,50,10.15,65.8,0,0,0,100
2310,cleaned_lyrics,695,-25.32,-30.14,-45.82,0,0,29.41,82.35,58.82,100,100,8.33,41.67,0,66.67,50,50,100,0,50
2311,cleaned_lyrics,406,38.11,79.3,15.98,19.05,96.75,100,66.67,0,16.67,15.08,15.79,0,100,52.63,0,100,1.2,100,100
2312,cleaned_lyrics,515,-17.1,6.98,-32.47,-25.8,33.33,25,83.33,100,0,100,51.72,75.86,0,72.41,100,50,66.67,0,16.67
2313,cleaned_lyrics,580,28.87,20.17,40.16,26.29,14.29,0,14.29,0,100,28.57,100,57.14,57.14,0,0,0,33.33,100,66.67
2314,cleaned_lyrics,489,33.96,79.65,48.53,-26.29,100,22.22,0,50,0.57,0,43.71,94.71,47.35,100,100,50,50,0,0
2315,cleaned_lyrics,628,-22.33,39.42,-43.11,-63.3,63.64,100,0,74.76,83.93,97.95,67.81,0,16.46,100,100,40,0,20.16,60.48
2316,cleaned_lyrics,446,-15.98,-24.5,-27.65,4.21,0,56.26,23.45,100,56.26,90,76.92,61.54,0,100,48.89,0,0,100,0
2317,cleaned_lyrics,615,-18.12,28.99,-32.72,-50.64,63.64,90.91,90.91,100,0,36,0,4,24,100,12.5,25,0,25,100
2318,cleaned_lyrics,900,-11.33,-43.03,11.17,-2.14,0,46.15,100,100,46.15,40,100,66.67,0,53.33,100,33.33,66.67,66.67,0
2319,cleaned_lyrics,0,,,,
2320,cleaned_lyrics,583,3.61,-25.24,11.21,24.85,0,87.88,39.06,70.45,100,18.75,0,100,7.65,20.26,33.05,0,33.05,100,0
2321,cleaned_lyrics,0,,,,
