Row ID,Column,WC,Narrativity_Overall,Narrativity_Staging,Narrativity_PlotProg,Narrativity_CogTension,Staging_1,Staging_2,Staging_3,Staging_4,Staging_5,PlotProg_1,PlotProg_2,PlotProg_3,PlotProg_4,PlotProg_5,CogTension_1,CogTension_2,CogTension_3,CogTension_4,CogTension_5
1005,cleaned_lyrics,935,26.55,34.63,41.6,3.41,68,72,4,100,0,0,81.25,100,21.88,84.38,10,30,100,0,80
1006,cleaned_lyrics,581,20.01,63.68,38.48,-42.12,100,0,76.47,16.99,84.97,0,100,36.24,20.3,20.3,74.36,25,75,0,100
1007,cleaned_lyrics,718,-9.4,-36.09,-45.38,53.28,0,72.73,100,56.39,83.85,100,77.46,15.48,0,39.72,0,0,49.31,100,0.69
1008,cleaned_lyrics,674,-5.74,47.48,-13.94,-50.76,76.92,100,100,0,70.32,66.67,0,53.33,100,89.6,100,0,42.86,28.57,58.1
1009,cleaned_lyrics,668,14.27,43.51,-13.58,12.89,66.31,100,74.73,67.89,0,70.28,100,55.42,0,74.86,0,100,0,20.15,60.45
1010,cleaned_lyrics,1072,13.9,-18.82,1.84,58.68,0,100,86.29,2.57,69.55,48.51,8.7,30,100,0,0,56.84,28.62,100,0.07
1011,cleaned_lyrics,502,15.04,-23.66,10.37,58.4,0,21.04,100,36.26,0.84,23.94,100,20.49,0,46.1,0,33,33.33,100,0
1012,cleaned_lyrics,568,13.4,35.4,26.35,-21.54,56.37,100,85.46,0,58.69,0,13.4,0,100,45.91,80,100,0,0.71,20.88
1013,cleaned_lyrics,652,25.47,-43.18,49.22,70.37,0,21.95,83.41,100,88.94,0,64.09,56.94,46.18,100,0,49.43,75.1,100,100
1014,cleaned_lyrics,747,29.66,33.55,-19.47,74.91,51.96,31.05,100,42.11,0,100,0,59.9,93.46,1.17,0,100,75.67,25.34,0.17
1015,cleaned_lyrics,420,-21.92,15.41,-26.68,-54.49,33.33,0,66.67,100,33.33,100,0,100,20,100,100,0,0,50,50
1016,cleaned_lyrics,779,31.92,46.71,7.83,41.22,55.56,100,11.11,0,12.47,71.75,71.75,54.79,100,0,42.8,85.7,28.51,100,0
1017,cleaned_lyrics,641,12.25,61.64,23.46,-48.34,97.85,0,88.89,55.56,100,11.37,100,0,83.33,100,66.02,50,0,66.67,100
1018,cleaned_lyrics,731,28.37,59.23,41.67,-15.79,48.23,0,20,60,100,20.52,100,55.56,38.89,0,74.32,100,50,0,50
1019,cleaned_lyrics,678,-13.13,9.05,-22.74,-25.71,16.19,0,0,100,100,88.89,0,100,14.32,36.71,74.95,24.86,100,0,75.7
1020,cleaned_lyrics,693,15.65,40.92,0.16,5.86,49.34,0,76.76,66.87,100,41.28,100,19.92,0,26.89,98.57,98.57,0,100,0.71
1021,cleaned_lyrics,0,,,,
1022,cleaned_lyrics,0,,,,
1023,cleaned_lyrics,687,-23.57,-33.49,-17.08,-20.13,0,37.01,100,87.57,6.8,74.31,100,0,43.12,60.37,59.94,100,0,20.18,60.53
1024,cleaned_lyrics,618,-8.5,11.32,-13.38,-23.44,29.57,62.63,95.7,0,100,88.02,94.01,100,0,84.52,100,0,100,76.02,76.02
1025,cleaned_lyrics,679,0.1,1.05,21.99,-22.73,12.5,0,100,0,39.81,0,78.67,0,47.2,100,24.64,24.64,73.91,0,100
1026,cleaned_lyrics,1016,28.13,44.24,15.69,24.46,67.62,0,100,75,93.75,23.01,100,0,31.25,0,0,0.81,66.94,100,100
1027,cleaned_lyrics,434,-11.16,23.62,-1.59,-55.5,44.44,100,0,55.56,23.77,62.5,0,87.5,100,83.43,98.85,49.43,49.43,0,100
1028,cleaned_lyrics,794,0.57,31.44,-16.74,-13,50,0,100,28.57,29.66,37.37,52.32,0,22.42,100,63.64,27.27,0,100,45.74
1029,cleaned_lyrics,570,43.1,62.8,-18.75,85.24,100,0,71.43,71.43,14.29,100,84.62,0,92.31,38.46,25,100,100,50,0
1030,cleaned_lyrics,757,-17.4,-20.26,-2.5,-29.43,0,100,17.66,84.77,76.38,84.87,62.79,100,55.56,0,100,24.75,0,50.5,0
1031,cleaned_lyrics,565,21.68,70.91,31.45,-37.33,100,100,0,50,50,0,55.56,100,0,55.56,50,0,75,0,100
1032,cleaned_lyrics,828,22.01,31.22,32.83,1.99,45.93,95.63,21.08,0,100,0,100,13.33,35.23,1.7,0,0,99,33.6,100
1033,cleaned_lyrics,282,-1.32,29.32,-10.36,-22.91,46.49,21.93,100,0,25,59.94,59.94,83.33,0,100,65.5,0,33.33,100,66.67
1034,cleaned_lyrics,730,8.13,67.63,-14.35,-28.9,100,50,100,50,0,100,0,100,100,50,100,0,100,33.33,66.67
1035,cleaned_lyrics,883,-8.29,30.37,-17.75,-37.49,61.85,100,49.13,89.52,0,83.65,56.39,100,0,98.68,49.58,0,74.37,0.28,100
1036,cleaned_lyrics,618,3.18,48.08,-32.15,-6.4,58.57,0,68.33,31.11,100,100,0,55.56,47.79,2.98,100,100,0,50.41,0
1037,cleaned_lyrics,395,35.01,57.04,17.04,30.94,71.43,28.57,57.14,0,100,16.67,0,16.67,100,33.33,0,100,0,0,0
1038,cleaned_lyrics,648,19.9,55.75,-34.97,38.91,83.22,32.9,100,50.72,0,64.38,48.28,0,27.01,100,0,100,37.5,88.28,88.28
1039,cleaned_lyrics,0,,,,
1040,cleaned_lyrics,694,20.92,-12.85,34.29,41.32,0,100,16.67,0,35.75,0,100,11.11,66.67,3.86,0,100,0,50,0.72
1041,cleaned_lyrics,661,1.12,8.23,8.16,-13.04,41.89,78.57,100,92.86,0,0,53.86,7.72,1.95,100,49.62,0,100,0,50
1042,cleaned_lyrics,396,15.42,69.41,12.59,-35.74,83.75,100,0,0,0,90.94,100,100,100,0,59.25,20,80,0,100
1043,cleaned_lyrics,824,4.92,-27.09,32.96,8.9,0,100,50,50,54.12,25.11,59.15,100,18.31,0,0,99.03,0,59.42,100
1044,cleaned_lyrics,630,-0.74,11.07,-4.88,-8.43,40,100,10,90,0,66.67,0,100,77.78,66.67,100,50,50,50,0
1045,cleaned_lyrics,639,-4.86,8.18,-22.47,-0.29,29.33,29.33,39.43,100,0,74.45,30.46,81.22,0,100,50,0,50,100,50.59
1046,cleaned_lyrics,655,-0.39,33.1,-25.85,-8.43,57.14,100,76.19,66.67,0,100,0,80,53.33,20,100,100,50,0,0
1047,cleaned_lyrics,555,0.14,-22.8,41.36,-18.13,0,0,50,100,25,30,100,70,40,0,100,75,25,25,0
1048,cleaned_lyrics,665,20.36,13.32,39.98,7.79,33.33,66.67,100,0,100,0,100,27.27,81.82,100,20,100,60,0,80
1049,cleaned_lyrics,438,3.23,34.37,-33.9,9.21,64.2,64.2,14.77,100,0,100,55.08,70.05,0,75.73,0,49.43,74.15,25,100
1050,cleaned_lyrics,545,-24.29,-30.56,-47.02,4.72,0,100,83.33,33.33,16.67,100,50,0,37.5,75,66.67,33.33,0,100,0
1051,cleaned_lyrics,661,1.12,8.23,8.16,-13.04,41.89,78.57,100,92.86,0,0,53.86,7.72,1.95,100,49.62,0,100,0,50
1052,cleaned_lyrics,0,,,,
1053,cleaned_lyrics,565,-22.88,-33.13,-42.04,6.53,0,40,100,80,0,100,25,50,0,83.33,0,100,50,0,100
1054,cleaned_lyrics,825,45.04,56.65,19.98,58.47,61.54,0,30.77,0,100,38.89,38.89,44.44,100,0,0,33.33,33.33,100,0
1055,cleaned_lyrics,666,73.13,85.61,41.11,92.65,100,34.15,0,45.54,91.08,0,100,51.33,10.77,10.77,0,100,100,100,50.19
1056,cleaned_lyrics,423,19.24,48.39,34.88,-25.54,84.62,0,100,77.93,23.44,31.76,31.76,91.06,100,0,98.82,98.82,98.82,0,100
1057,cleaned_lyrics,229,,,,
1058,cleaned_lyrics,666,43.8,66.69,51.39,13.34,97.44,0,71.43,85.71,100,15.47,100,81.82,36.36,0,49.63,100,0,25,0
1059,cleaned_lyrics,729,44.05,49.49,25.86,56.79,68.04,0,75.6,22.68,100,21.26,100,10.01,100,0,0,100,25,75,0
1060,cleaned_lyrics,503,15.93,43.79,-10.24,14.24,48.51,32.01,48.51,0,100,75,0,100,62,36.75,39.53,39.53,0,100,20.16
1061,cleaned_lyrics,452,18.15,47.13,1.33,6,54.02,0,34.45,100,78.15,58.65,95.74,100,0,100,66.54,100,0,33.83,0
1062,cleaned_lyrics,297,30.78,2.61,58.8,30.94,17.77,100,41.81,0,83.62,0,100,71.75,88.7,3.95,0,0,100,0,0
1063,cleaned_lyrics,342,-6.23,-12.06,16.96,-23.58,12.63,12.63,100,71.43,0,19.73,100,0,58.18,81.45,66.67,100,33.82,0,67.65
1064,cleaned_lyrics,381,15.1,43.21,-28.86,30.94,76.36,100,100,0,100,94.99,28.57,0,100,71.43,0,0,0,100,0
1065,cleaned_lyrics,355,44.62,68.55,48.48,16.84,100,57.14,85.71,0,71.43,0,100,50,100,0,25,0,100,25,25
1066,cleaned_lyrics,429,25.82,31.94,-9,54.51,40,0,40,100,63.53,79.39,48.48,100,27.88,0,20,20,60,100,0
1067,cleaned_lyrics,732,42.29,58.63,3.36,64.89,47.71,0,27.94,51.96,100,53.59,97.73,94.44,0,100,25,100,50.34,50.34,0
1068,cleaned_lyrics,436,-10.08,-26.88,21.24,-24.61,0,26.77,26.77,75.59,100,33.86,100,40,20,0,98.86,0,75,100,75
1069,cleaned_lyrics,338,67.96,91.73,50.26,61.88,100,37.5,0,26.68,64.74,0,8.33,100,86.07,18.41,0,0,98.53,100,0
1070,cleaned_lyrics,446,20.85,19.73,-15.66,58.47,40.63,100,0,71.43,85.71,95.56,0,90,100,60,0,33.33,33.33,100,0
1071,cleaned_lyrics,509,30.17,-7.96,33.67,64.79,27.34,85.47,85.47,100,0,0,31.89,63.79,31.89,100,0,25,50,100,25.25
1072,cleaned_lyrics,448,38.5,22.48,28.09,64.93,37.98,100,6.97,23.52,0,10,0,100,43.71,33.6,0,24.72,49.44,100,0
1073,cleaned_lyrics,475,-13.22,-17.93,-13.29,-8.43,0,0,100,57.14,100,85.71,100,0,71.43,28.57,100,50,50,50,0
1074,cleaned_lyrics,779,31.92,46.71,7.83,41.22,55.56,100,11.11,0,12.47,71.75,71.75,54.79,100,0,42.8,85.7,28.51,100,0
1075,cleaned_lyrics,531,4.23,1.18,-50.36,61.88,24.61,41.67,41.67,100,0,100,15.42,30.84,0,0,0,100,100,0,0
1076,cleaned_lyrics,428,15.97,33.17,1.5,13.25,36.53,0,24.36,100,100,48.75,56.07,100,0,59.26,32.82,0,32.82,100,33.59
1077,cleaned_lyrics,478,42.58,31.45,37.82,58.47,48.59,24.3,0,100,26.34,0,100,20,61.53,5.95,0,66.67,100,0,0
1078,cleaned_lyrics,564,18.84,-19.48,-3.69,79.68,0,100,14.29,85.71,15.56,60,0,100,60,48.93,24.32,49.55,100,74.77,0
1079,cleaned_lyrics,679,17.82,-7.3,29.81,30.94,6.67,100,0,13.33,0.64,0,60.71,0,100,0.53,0,0,0,100,0
1080,cleaned_lyrics,636,41.81,46.27,35.83,43.32,82.85,0,100,0,89.47,0,81.33,12.88,100,12.88,0,75,0,100,0
1081,cleaned_lyrics,629,25.7,-16.62,49.98,43.76,0,83.33,0,100,9.33,0,86.67,40,100,34.99,0,100,0,100,0
1082,cleaned_lyrics,424,0.24,-16.37,14.01,3.07,0,100,0,76.92,0.64,25,0,100,50,85.71,44.44,0,55.56,100,56.22
1083,cleaned_lyrics,633,2.74,-16.3,-14.38,38.89,0,100,0,72.62,0.62,67.77,30.18,100,0,86.62,0,32.81,0,100,0.78
1084,cleaned_lyrics,584,35.06,48.58,9.33,47.26,85.71,0,100,0,74.51,33.33,100,41.67,0,53.3,0,20,40,100,60.69
1085,cleaned_lyrics,347,40.17,-19.32,72.18,67.66,0,100,26.63,26.63,26.63,0,48.35,100,71.97,22.92,16.43,82.14,100,16.67,0
1086,cleaned_lyrics,545,46.36,60.08,35.23,43.76,100,0,87.5,12.5,75,0,100,21.43,28.57,0,0,100,0,100,0
1087,cleaned_lyrics,539,49.22,49.73,67.66,30.27,80,100,0,60,2.24,0,100,83.33,66.67,73.05,0,0,0,100,2.8
1088,cleaned_lyrics,562,43.14,58.07,29.77,41.56,88.11,0,80.24,100,80.24,0,100,11.7,22.32,11.7,0,100,0,50.45,0
1089,cleaned_lyrics,302,41.91,-36.55,67.96,94.33,0,47.24,51.97,100,51.97,0,62.68,100,82.62,1.52,0,73.77,100,100,0
1090,cleaned_lyrics,764,11.18,38.93,30.85,-36.24,50,100,25,0,54.28,18.28,65.95,25.09,100,0,98.88,0,98.88,42.38,100
1091,cleaned_lyrics,535,9.5,-4.94,2.48,30.94,15.38,100,0,76.92,30.77,52.94,0,100,76.47,76.47,0,100,0,0,0
1092,cleaned_lyrics,633,2.74,-16.3,-14.38,38.89,0,100,0,72.62,0.62,67.77,30.18,100,0,86.62,0,32.81,0,100,0.78
1093,cleaned_lyrics,605,5.61,-10.46,28.06,-0.78,6.67,100,6.67,33.33,0,0,50,20,40,100,0,50,25,50,100
1094,cleaned_lyrics,486,14.77,26.81,16.3,1.19,54.96,71.43,42.86,100,0,0,21.97,68.79,6.37,100,47.96,0,100,50,50
1095,cleaned_lyrics,1027,15.86,26.29,-1.52,22.81,43.85,43.85,100,0,55.56,49.1,100,0,39.78,45.46,28.17,100,0,86.62,43.31
1096,cleaned_lyrics,208,,,,
1097,cleaned_lyrics,446,-41.39,-40.99,-36.93,-46.25,0,83.44,100,66.88,75.16,100,41.96,0,73.43,62.94,100,16.92,0,33.83,16.92
1098,cleaned_lyrics,22,,,,
1099,cleaned_lyrics,652,38.13,35.57,25.24,53.59,52.14,90.31,53.85,0,100,26.75,30.72,40,100,0,0,0,100,50,0
1100,cleaned_lyrics,0,,,,
1101,cleaned_lyrics,312,30.38,21.69,49.71,19.73,40.59,12.47,28.57,100,0,0,97.09,85.91,43.62,100,50,100,0,50.81,0
1102,cleaned_lyrics,212,,,,
1103,cleaned_lyrics,78,,,,
1104,cleaned_lyrics,469,12.04,31.81,-26.63,30.94,50,0,100,50,50.54,100,100,66.67,0,67.5,0,0,100,0,0
1105,cleaned_lyrics,328,23.29,15.02,50.36,4.48,32.02,64.04,0,100,100,0,71.43,100,17.47,10.22,0,32.83,32.83,66.67,100
1106,cleaned_lyrics,0,,,,
1107,cleaned_lyrics,400,26.14,24.4,10.49,43.53,50,100,100,0,75,70,100,40,100,0,25,50,25,100,0
1108,cleaned_lyrics,275,16.76,23.1,3.35,23.82,16.67,0,16.67,50,100,0,14.29,28.57,0,100,50,100,0,75,0
1109,cleaned_lyrics,342,35.52,63.9,44.19,-1.53,100,100,12.73,63.65,0,0,39.91,100,35.21,75.7,100,33.33,67.65,67.65,0
1110,cleaned_lyrics,309,-31.11,-46.88,-14.93,-31.5,0,50,100,100,59.02,100,62.11,24.22,100,0,100,25,50,0,0
1111,cleaned_lyrics,230,,,,
1112,cleaned_lyrics,327,45.06,57.53,-1.35,79,83.12,69.05,100,0,42.86,34.76,0,11.76,100,73.53,0,32.5,100,100,67
1113,cleaned_lyrics,276,25.8,51.12,-15.78,42.06,96.73,100,33.33,100,0,88.84,75,100,0,25,24.55,25,100,25,0
1114,cleaned_lyrics,116,,,,
1115,cleaned_lyrics,288,-17.51,-34.16,-24.41,6.03,0,77.55,58.16,100,40.82,86.05,41.38,86.05,0,100,96.61,0,96.61,100,1.69
1116,cleaned_lyrics,261,42.65,68.49,55.33,4.12,100,14.64,43.92,73.2,0,0,100,71.04,61.38,100,49.06,0,100,0,0
1117,cleaned_lyrics,325,-0.74,25.85,-21.53,-6.53,44.44,66.67,100,0,33.33,71.43,100,14.29,0,14.29,100,50,100,0,0
1118,cleaned_lyrics,0,,,,
1119,cleaned_lyrics,202,,,,
1120,cleaned_lyrics,0,,,,
1121,cleaned_lyrics,371,,90.96,40.97,,100,0,0,0,0,0,33.33,33.33,100,0,50,50,50,50,50
1122,cleaned_lyrics,295,19.93,2.48,28.59,28.71,25,0,100,75,0,0,100,13.33,26.67,46.67,0,50,100,0,50
1123,cleaned_lyrics,199,,,,
1124,cleaned_lyrics,0,,,,
1125,cleaned_lyrics,204,,,,
1126,cleaned_lyrics,352,34.12,72.1,77.23,-46.98,100,83.21,34.05,68.11,0,0,56.63,65.53,71.28,100,100,0,26.07,26.07,26.07
1127,cleaned_lyrics,558,15.81,38.7,4.48,4.24,49.22,12.31,0,100,62.75,49.04,84.71,100,0,97.7,87.5,100,37.5,25.23,0
1128,cleaned_lyrics,255,27.47,50.05,72.8,-40.45,66.67,66.67,100,33.33,0,0,25,50,75,100,50,50,50,0,100
1129,cleaned_lyrics,328,-25.59,-0.81,-19.44,-56.51,16.09,0,32.18,100,1.98,100,84.18,100,0,24.09,73.58,0,49.06,25.28,100
1130,cleaned_lyrics,0,,,,
1131,cleaned_lyrics,306,22.16,65.68,-7.77,8.56,63.44,0,33.33,66.67,100,100,84.07,52.54,94.58,0,48.92,0,100,33.33,16.67
1132,cleaned_lyrics,295,55.84,45.02,44.95,77.54,66.67,33.33,0,100,33.33,0,91.67,33.33,83.33,100,0,100,80,80,60
1133,cleaned_lyrics,0,,,,
1134,cleaned_lyrics,0,,,,
1135,cleaned_lyrics,513,-12.13,-15.96,-20.89,0.47,0,100,0,74.51,65.33,100,0,100,71.45,71.45,100,100,74.94,0,0
1136,cleaned_lyrics,0,,,,
1137,cleaned_lyrics,389,38.54,28.78,34.87,51.98,24.55,24.55,14.73,0,100,54.87,88.72,94.36,100,0,57.14,71.43,100,42.86,0
1138,cleaned_lyrics,0,,,,
1139,cleaned_lyrics,0,,,,
1140,cleaned_lyrics,0,,,,
1141,cleaned_lyrics,198,,,,
1142,cleaned_lyrics,0,,,,
1143,cleaned_lyrics,152,,,,
1144,cleaned_lyrics,0,,,,
1145,cleaned_lyrics,0,,,,
1146,cleaned_lyrics,384,1.68,36.14,-46.03,14.94,48.61,0,81.02,32.41,100,100,18.18,45.45,0,31.46,50,100,0,83.33,34.21
1147,cleaned_lyrics,325,4.61,-12.54,81.83,-55.45,0,0,0,100,50,0,83.33,100,75,66.67,14.29,0,0,57.14,100
1148,cleaned_lyrics,254,33.87,69.01,32.14,0.45,100,33.33,88.89,44.44,0,0,71.77,17.94,53.83,100,100,50,50,75,0
1149,cleaned_lyrics,155,,,,
1150,cleaned_lyrics,344,13.89,24.1,36.55,-18.99,17.73,17.73,0,0,100,52.61,84.2,100,84.2,0,100,0,75,25,0
1151,cleaned_lyrics,484,-17.43,16.84,-15.41,-53.71,41.21,49.61,49.61,100,0,52.1,39.08,65.13,0,100,100,0,0,0,0
1152,cleaned_lyrics,654,-31.43,-37.61,-26.04,-30.64,0,68.18,54.55,100,69.34,100,61.9,90.48,0,20.33,80,100,0,20,61.23
1153,cleaned_lyrics,344,32.39,90.33,-2.49,9.33,100,16.26,24.63,16.26,0,46.92,4.45,100,9.76,0,14.02,84.12,0,98.14,100
1154,cleaned_lyrics,519,52.8,80.72,39.34,38.35,100,49.51,74.75,36.89,0,38.14,69.07,79.38,100,0,0,90.91,9.09,100,46.16
1155,cleaned_lyrics,412,16.15,46.6,63.74,-61.89,68.67,39.04,100,0,40,0,100,63.62,97.36,69.24,100,25,0,25.3,50.61
1156,cleaned_lyrics,338,-25.07,-26.33,-12.98,-35.91,0,16.67,100,51.99,35.07,93.93,69.3,7.72,100,0,23.9,23.9,48.53,0,100
1157,cleaned_lyrics,413,-14.37,-14.67,-22.48,-5.97,0,27.75,41.62,29.78,100,100,37.33,100,14.64,0,32.67,81.67,0,83.47,100
1158,cleaned_lyrics,122,,,,
1159,cleaned_lyrics,460,-27.6,-12.11,-31.03,-39.66,0,0,0,100,20,80.77,88.46,3.85,0,100,100,80,0,0,20
1160,cleaned_lyrics,534,1.57,73,-26.52,-41.76,100,100,64.9,64.9,0,89.83,44.92,82.34,0,100,99.07,99.07,0,49.53,100
1161,cleaned_lyrics,298,-30.85,-30.69,-33.32,-28.53,0,85.33,60.95,62.81,100,100,26.54,54.09,42.02,0,0,0,47.2,4,100
1162,cleaned_lyrics,352,22.16,38.47,7.33,20.69,63.93,0,100,2.74,67.58,32.68,72.11,80,0,100,0,100,0,0,25.36
1163,cleaned_lyrics,268,3.33,-31.96,-23.19,65.12,0,66.67,100,35.22,35.22,100,92.17,84.34,0,31.91,0,97.89,69.92,100,85.75
1164,cleaned_lyrics,345,22.1,38.23,12.21,15.86,62.5,50,100,75,0,40,100,10,50,0,50,75,0,100,25
1165,cleaned_lyrics,260,24.17,80.28,5.45,-13.21,100,57.14,0,57.14,28.57,70,40,100,70,0,100,33.33,66.67,33.33,0
1166,cleaned_lyrics,665,-27.32,-1.58,-30.52,-49.88,17.86,17.86,100,32.14,0,76.92,73.08,0,36.54,100,66.67,73.33,0,23.33,100
1167,cleaned_lyrics,437,50.37,56.62,76.11,18.37,81.06,64.58,0,100,100,0,36.33,81.63,100,44.89,98.01,98.01,100,25,0
1168,cleaned_lyrics,511,28.82,80.75,-18.49,24.2,100,91.8,36.72,45.9,0,100,66.88,59.45,66.88,0,0,0.45,77.03,92.34,100
1169,cleaned_lyrics,284,5.33,15.71,5.37,-5.1,36.36,36.36,18.18,100,0,76.37,76.37,52.74,100,0,100,60,60,40,0
1170,cleaned_lyrics,294,4.43,36.93,-9.96,-13.69,66.67,66.67,0,100,17.82,42.86,0,0,100,75.62,49.15,65.54,98.31,0,100
1171,cleaned_lyrics,0,,,,
1172,cleaned_lyrics,0,,,,
1173,cleaned_lyrics,0,,,,
1174,cleaned_lyrics,465,27.44,9.8,8.53,64,20,0,40,100,100,50,100,0,87.5,25,40,100,60,80,0
1175,cleaned_lyrics,0,,,,
1176,cleaned_lyrics,447,-2.27,-47.57,34.05,6.72,0,58.68,80.22,80.22,100,0,73.55,8.46,94.28,100,95.7,0,100,100,3.23
1177,cleaned_lyrics,325,11.8,47.82,-33.38,20.96,100,0,100,100,0,100,50,75,0,25,75,25,75,100,0
1178,cleaned_lyrics,383,-33.71,-30.23,-41.36,-29.52,0,80,100,43.16,83.68,100,38.6,52.24,6.91,0,39.18,19.59,0,100,100
1179,cleaned_lyrics,362,-5.38,-0.15,-34.47,18.49,0,22.69,7.98,0.32,100,67.5,49.56,0,36.36,100,35.87,0,36.36,100,18.18
1180,cleaned_lyrics,338,27.24,32.71,48.28,0.72,46.21,92.41,0,6.21,100,0,50,100,43.1,93.84,100,25,75,76.12,0
1181,cleaned_lyrics,315,53.57,68.87,-1.76,93.59,100,0,66.67,0,33.33,100,100,60,100,0,0,100,100,100,40
1182,cleaned_lyrics,0,,,,
1183,cleaned_lyrics,369,8.04,62.28,-8.94,-29.21,100,0,90,70,61.23,50,100,0,0,4.38,100,71.43,42.86,0,14.87
1184,cleaned_lyrics,382,5.7,4.52,-6.02,18.58,21.3,100,0,45.56,56.95,73.38,0,100,78.76,36.28,0,97.44,100,1.28,100
1185,cleaned_lyrics,323,42.5,68.65,17.38,41.48,100,26.94,85.39,44.52,0,0,100,0,19.64,92.19,0,100,0,51.56,0.78
1186,cleaned_lyrics,277,3.2,31.46,-30.44,8.58,54.59,54.59,100,71.43,0,100,69.86,0,76.71,76.71,38.21,18.57,100,0,20
1187,cleaned_lyrics,525,53.04,71.77,51.34,36.01,90.91,22.73,36.36,0,100,24.14,100,82.76,100,0,0,100,0,83.33,33.33
1188,cleaned_lyrics,567,10.55,1.09,-12.6,43.17,13.67,100,0,24.19,91.94,93.98,9.02,71.43,100,0,28.32,0,100,85.71,0
1189,cleaned_lyrics,395,28,22.91,-8.6,69.71,50,66.67,50,100,0,50,100,0,0,0,20,100,60,100,0
1190,cleaned_lyrics,904,-19.03,-30.43,-9.72,-16.94,0,100,71.43,57.14,88.33,89.58,6.25,100,79.17,0,100,0,57.14,71.43,14.44
1191,cleaned_lyrics,443,60.75,88.14,22.74,71.37,100,91.67,50,0,8.43,61,68.19,84.37,100,0,56.5,98.88,98.88,100,0
1192,cleaned_lyrics,539,15.91,20.7,11.79,15.26,36.36,0,100,0,28.8,31.58,47.37,100,0,44.37,100,49.65,100,74.82,0
1193,cleaned_lyrics,170,,,,
1194,cleaned_lyrics,373,20.34,19.91,28.73,12.37,43.85,43.85,54.81,100,0,0,76.55,70.17,9.48,100,33.33,0,100,0,0
1195,cleaned_lyrics,0,,,,
1196,cleaned_lyrics,529,56.23,54.68,76.5,37.52,100,0,100,80,24,0,53.33,100,66.67,75.05,0,25,0,100,0
1197,cleaned_lyrics,417,-16.22,-28.07,-4.84,-15.74,0,97.08,75.44,50.88,100,36.22,36.22,71.43,0,100,98.81,0,100,0,0
1198,cleaned_lyrics,774,15.19,36.55,-4.27,13.28,66.15,32.31,83.08,100,0,66.67,66.67,100,0,16.1,66.67,0,83.33,100,17.1
1199,cleaned_lyrics,440,-28.88,-43.82,-0.86,-41.97,0,100,100,100,66.67,66.67,100,100,0,80,100,10,30,0,0
1200,cleaned_lyrics,457,18.57,64.29,8.2,-16.77,97.69,35.87,100,37.5,0,22.28,71.74,0,50,100,79.96,100,0,60.79,60.79
1201,cleaned_lyrics,0,,,,
1202,cleaned_lyrics,312,35.44,86.26,62.44,-42.38,100,26.84,37.17,37.17,0,0,11.65,100,100,76.32,64.55,31.75,66.67,0,100
1203,cleaned_lyrics,388,-40.57,-27.72,-25.81,-68.19,0,98,42,100,71.64,100,36.63,20.78,80.25,0,98.72,0,24.68,0,100
1204,cleaned_lyrics,307,-3.35,7,-17.7,0.66,14.25,79.84,0,0,100,100,25.53,96.34,55.05,0,48.8,0,100,50.4,50.4
1205,cleaned_lyrics,217,,,,
1206,cleaned_lyrics,477,-7.4,41.71,-41.86,-22.06,48.44,48.44,0,83.33,100,100,10.71,0,72.18,72.18,59.17,19.58,100,0,80
1207,cleaned_lyrics,332,-16.09,-30,-49.27,31.01,0,38.48,100,41.4,21.87,100,70,0,0,15.23,0,0,0.3,100,0.3
1208,cleaned_lyrics,291,50.53,35.16,21.56,94.87,53.67,66.67,0,100,100,4.43,7.69,100,0,0,0,66.67,100,66.67,33.33
1209,cleaned_lyrics,0,,,,
1210,cleaned_lyrics,230,,,,
1211,cleaned_lyrics,178,,,,
1212,cleaned_lyrics,243,,,,
1213,cleaned_lyrics,398,-28.19,4.13,-51.98,-36.71,22.22,100,0,45.57,23.07,100,18.61,28.78,0,15.45,65.83,32.92,0,100,100
1214,cleaned_lyrics,493,23.48,-25.44,45.29,50.6,0,98.42,42.18,100,14.78,40.39,100,97.62,60.22,0,37.5,75,100,12.63,0
1215,cleaned_lyrics,303,5.91,24.31,-12.68,6.08,24.39,48.78,0,0.81,100,90.16,22.54,53.28,100,0,0,97.56,0,50.41,100
1216,cleaned_lyrics,553,62.62,63.32,36.78,87.75,100,0,87.5,38.86,38.86,0,91.38,17.13,88.47,100,0,100,83.33,67.58,17.12
1217,cleaned_lyrics,648,36.46,39.69,64.96,4.72,71.33,44.27,89.37,100,0,0,100,76.47,61.24,55.31,50,100,0,0,0
1218,cleaned_lyrics,335,-11.67,-19.29,-21.84,6.13,0,50,12.5,75,100,100,67.86,82.14,32.14,0,75,25,100,25,0
1219,cleaned_lyrics,524,12.35,-13.68,1.88,48.85,0,16.67,100,8.33,51.2,90.36,95.18,56.63,100,0,0,100,72.73,27.27,55.24
1220,cleaned_lyrics,511,51.33,66.42,23.97,63.6,100,36.72,64.26,82.62,0,6.26,100,22.22,0,22.22,0,100,66.81,88.94,77.87
1221,cleaned_lyrics,193,,,,
1222,cleaned_lyrics,505,21.62,90.96,-4.69,-21.4,100,0,0,0,0,100,100,100,50,0,100,0,75,50,25
1223,cleaned_lyrics,398,-28.19,4.13,-51.98,-36.71,22.22,100,0,45.57,23.07,100,18.61,28.78,0,15.45,65.83,32.92,0,100,100
